T7Hi	890	1468	T7p01	0.3	14422
T7Hi	1277	1433	T7p02	0.4	2
T7Hi	1468	3138	T7p03	0.7	19558
T7Hi	1495	1639	T7p04	0.5	1
T7Hi	1635	1972	T7p05	0.6B	1
T7Hi	1635	1797	T7p06	0.6A	1
T7Hi	3138	5887	T7p07	1	73446
T7Hi	5887	6448	T7p08	1.2	127784
T7Hi	6006	6135	T7p09	1.1	28679
T7Hi	6448	7588	T7p10	1.3	261847
T7Hi	7607	7763	T7p11	1.4	13741
T7Hi	7790	7880	T7p12	1.5	34495
T7Hi	7905	8166	T7p13	1.6	74098
T7Hi	8165	8756	T7p14	1.7	210812
T7Hi	8748	8895	T7p15	1.8	86708
T7Hi	8897	9092	T7p16	2	80289
T7Hi	9157	9856	T7p17	2.5	263066
T7Hi	9856	10276	T7p18	2.8	172922
T7Hi	10256	10706	T7p19	3	323163
T7Hi	10705	11161	T7p20	3.5	363538
T7Hi	11224	11590	T7p21	3.8	8937
T7Hi	11564	13265	T7p22	4A	61988
T7Hi	11634	11757	T7p23	4.1	6179
T7Hi	11753	13265	T7p24	4B	57380
T7Hi	12987	13326	T7p25	4.2	31875
T7Hi	13351	13564	T7p26	4.3	48347
T7Hi	13583	13853	T7p27	4.5	27307
T7Hi	13926	14334	T7p28	4.7	23093
T7Hi	14352	16467	T7p29	5	139956
T7Hi	16482	16839	T7p30	5.3	66200
T7Hi	16850	17359	T7p31	5.5-5.7	86707
T7Hi	16850	17150	T7p32	5.5	60055
T7Hi	17149	17359	T7p33	5.7	47858
T7Hi	17358	17517	T7p34	5.9	34760
T7Hi	17503	18406	T7p35	6	169456
T7Hi	18393	18507	T7p36	6.3	36857
T7Hi	18604	18859	T7p37	6.5	298795
T7Hi	18863	19130	T7p38	6.7	295410
T7Hi	19129	19531	T7p39	7	514954
T7Hi	19534	19834	T7p40	7.3	440577
T7Hi	19847	20240	T7p41	7.7	419784
T7Hi	20239	21850	T7p42	8	1382903
T7Hi	21949	22873	T7p43	9	1143642
T7Hi	22966	24162	T7p44	10B	2240536
T7Hi	22966	24004	T7p45	10A	2087953
T7Hi	24227	24818	T7p46	11	144958
T7Hi	24841	27226	T7p47	12	516642
T7Hi	27306	27723	T7p48	13	117438
T7Hi	27727	28318	T7p49	14	292727
T7Hi	28324	30568	T7p50	15	862606
T7Hi	30594	34551	T7p51	16	1120909
T7Hi	34623	36285	T7p52	17	1444150
T7Hi	36343	36547	T7p53	17.5	173740
T7Hi	36552	36822	T7p54	18	189092
T7Hi	36916	37348	T7p55	18.5	187316
T7Hi	37031	37283	T7p56	18.7	98132
T7Hi	37369	39130	T7p57	19	636568
T7Hi	38015	38273	T7p58	19.2	136967
T7Hi	38552	38726	T7p59	19.3	88820
T7Hi	39388	39538	T7p60	19.5	156222
